"plantID","accession","treatment","experiment","meta.experiment","facility","variable","value","Gene_idGene","direction"
29599,"CS22617","D","TP1EXPT2","2","COFC-NGH","fruitnum",167,"","high"
29601,"SALK_082690C","D","TP1EXPT2","2","COFC-NGH","fruitnum",148,"AT1G04760","high"
29606,"SALK_002904C","B","TP1EXPT2","2","COFC-NGH","fruitnum",162,"AT5G66560","high"
29611,"CS22658","D","TP1EXPT2","2","COFC-NGH","fruitnum",142,"","high"
29615,"SALK_023316C","D","TP1EXPT2","2","COFC-NGH","fruitnum",152,"AT5G45440","high"
29617,"CS22618","B","TP1EXPT2","2","COFC-NGH","fruitnum",148,"","high"
29619,"SALK_042719C","D","TP1EXPT2","2","COFC-NGH","fruitnum",134,"AT2G27070","high"
29620,"SALK_050141C","B","TP1EXPT2","2","COFC-NGH","fruitnum",165,"AT1G43130","high"
29627,"SALK_047862C","B","TP1EXPT2","2","COFC-NGH","fruitnum",151,"AT5G38150","high"
29628,"SALK_088429C","D","TP1EXPT2","2","COFC-NGH","fruitnum",126,"AT5G08020","high"
29631,"SALK_020181C","B","TP1EXPT2","2","COFC-NGH","fruitnum",163,"AT4G39610","high"
29633,"SALK_026797C","D","TP1EXPT2","2","COFC-NGH","fruitnum",130,"AT2G29550","high"
29634,"SALK_075970C","D","TP1EXPT2","2","COFC-NGH","fruitnum",154,"AT3G16650","high"
29638,"COL70000","B","TP1EXPT2","2","COFC-NGH","fruitnum",172,"","high"
29643,"SALK_130522C","B","TP1EXPT2","2","COFC-NGH","fruitnum",146,"AT1G05120","high"
29655,"SALK_022902C","B","TP1EXPT2","2","COFC-NGH","fruitnum",172,"AT5G17180","high"
29656,"SALK_023625C","B","TP1EXPT2","2","COFC-NGH","fruitnum",159,"AT2G01730","high"
29661,"SALK_123484C","B","TP1EXPT2","2","COFC-NGH","fruitnum",162,"AT1G25490","high"
29662,"SALK_023726C","D","TP1EXPT2","2","COFC-NGH","fruitnum",140,"AT5G45430","high"
29668,"SALK_025890C","B","TP1EXPT2","2","COFC-NGH","fruitnum",168,"AT3G44713","high"
29674,"SALK_049220C","D","TP1EXPT2","2","COFC-NGH","fruitnum",144,"AT3G57670","high"
29675,"SALK_025678C","B","TP1EXPT2","2","COFC-NGH","fruitnum",159,"AT1G22730","high"
29699,"SALK_006575C","D","TP1EXPT2","2","COFC-NGH","fruitnum",144,"AT3G47675","high"
29700,"SALK_049342C","B","TP1EXPT2","2","COFC-NGH","fruitnum",137,"AT2G22610","high"
29708,"SALK_023753C","B","TP1EXPT2","2","COFC-NGH","fruitnum",143,"AT5G20810","high"
29712,"SALK_140204C","B","TP1EXPT2","2","COFC-NGH","fruitnum",144,"AT1G05260","high"
29717,"SALK_047992C","B","TP1EXPT2","2","COFC-NGH","fruitnum",170,"AT5G59960","high"
29723,"SALK_039302C","B","TP1EXPT2","2","COFC-NGH","fruitnum",158,"AT3G01460","high"
29724,"SALK_050141C","D","TP1EXPT2","2","COFC-NGH","fruitnum",176,"AT1G43130","high"
29735,"SALK_004686C","B","TP1EXPT2","2","COFC-NGH","fruitnum",161,"AT3G10360","high"
29738,"CS22635","D","TP1EXPT2","2","COFC-NGH","fruitnum",127,"","high"
29741,"SALK_130522C","D","TP1EXPT2","2","COFC-NGH","fruitnum",127,"AT1G05120","high"
29742,"SALK_066578C","D","TP1EXPT2","2","COFC-NGH","fruitnum",126,"AT3G05155","high"
29743,"SALK_009619C","B","TP1EXPT2","2","COFC-NGH","fruitnum",174,"AT4G03010","high"
29751,"SALK_004457C","D","TP1EXPT2","2","COFC-NGH","fruitnum",132,"AT2G15380","high"
29792,"SALK_022902C","B","TP1EXPT2","2","COFC-NGH","fruitnum",145,"AT5G17180","high"
29794,"SALK_075970C","D","TP1EXPT2","2","COFC-NGH","fruitnum",148,"AT3G16650","high"
29796,"SALK_042719C","D","TP1EXPT2","2","COFC-NGH","fruitnum",143,"AT2G27070","high"
29798,"SALK_113587C","B","TP1EXPT2","2","COFC-NGH","fruitnum",139,"AT3G25030","high"
29800,"SALK_026797C","D","TP1EXPT2","2","COFC-NGH","fruitnum",126,"AT2G29550","high"
29820,"SALK_047862C","B","TP1EXPT2","2","COFC-NGH","fruitnum",139,"AT5G38150","high"
29822,"SALK_006575C","B","TP1EXPT2","2","COFC-NGH","fruitnum",149,"AT3G47675","high"
29823,"CS22652","B","TP1EXPT2","2","COFC-NGH","fruitnum",148,"","high"
29828,"SALK_049342C","B","TP1EXPT2","2","COFC-NGH","fruitnum",154,"AT2G22610","high"
29835,"SALK_138583C","B","TP1EXPT2","2","COFC-NGH","fruitnum",169,"AT5G61190","high"
29867,"SALK_093390C","B","TP1EXPT2","2","COFC-NGH","fruitnum",136,"AT4G31170","high"
29890,"SALK_012792C","B","TP1EXPT2","2","COFC-NGH","fruitnum",133,"AT3G27480","high"
29916,"SALK_049342C","D","TP1EXPT2","2","COFC-NGH","fruitnum",130,"AT2G22610","high"
29922,"SALK_123484C","D","TP1EXPT2","2","COFC-NGH","fruitnum",139,"AT1G25490","high"
29932,"SALK_023726C","B","TP1EXPT2","2","COFC-NGH","fruitnum",130,"AT5G45430","high"
29948,"COL70000","B","TP1EXPT2","2","COFC-NGH","fruitnum",138,"","high"
29949,"SALK_047992C","B","TP1EXPT2","2","COFC-NGH","fruitnum",147,"AT5G59960","high"
29956,"SALK_023995C","B","TP1EXPT2","2","COFC-NGH","fruitnum",132,"AT3G30465","high"
29958,"CS22596","B","TP1EXPT2","2","COFC-NGH","fruitnum",182,"","high"
29964,"SALK_123484C","B","TP1EXPT2","2","COFC-NGH","fruitnum",140,"AT1G25490","high"
29968,"SALK_039302C","D","TP1EXPT2","2","COFC-NGH","fruitnum",155,"AT3G01460","high"
29973,"SALK_012553C","D","TP1EXPT2","2","COFC-NGH","fruitnum",155,"AT3G06170","high"
29974,"SALK_039361C","D","TP1EXPT2","2","COFC-NGH","fruitnum",184,"AT5G56670","high"
29981,"SALK_113587C","D","TP1EXPT2","2","COFC-NGH","fruitnum",137,"AT3G25030","high"
29982,"CS22659","D","TP1EXPT2","2","COFC-NGH","fruitnum",133,"","high"
29984,"SALK_004457C","B","TP1EXPT2","2","COFC-NGH","fruitnum",126,"AT2G15380","high"
30007,"SALK_049342C","D","TP1EXPT2","2","COFC-NGH","fruitnum",127,"AT2G22610","high"
30020,"SALK_047449C","D","TP1EXPT2","2","COFC-NGH","fruitnum",155,"AT1G65120","high"
30021,"SALK_047992C","D","TP1EXPT2","2","COFC-NGH","fruitnum",140,"AT5G59960","high"
30023,"SALK_022201C","B","TP1EXPT2","2","COFC-NGH","fruitnum",146,"AT5G35920","high"
30025,"SALK_004686C","B","TP1EXPT2","2","COFC-NGH","fruitnum",134,"AT3G10360","high"
30030,"CS22659","B","TP1EXPT2","2","COFC-NGH","fruitnum",159,"","high"
30032,"SALK_049220C","B","TP1EXPT2","2","COFC-NGH","fruitnum",192,"AT3G57670","high"
30033,"SALK_024742C","B","TP1EXPT2","2","COFC-NGH","fruitnum",147,"AT1G08610","high"
30036,"SALK_002876C","B","TP1EXPT2","2","COFC-NGH","fruitnum",140,"AT5G19870","high"
30038,"SALK_093390C","B","TP1EXPT2","2","COFC-NGH","fruitnum",129,"AT4G31170","high"
30039,"SALK_138583C","B","TP1EXPT2","2","COFC-NGH","fruitnum",159,"AT5G61190","high"
30064,"SALK_026797C","B","TP1EXPT2","2","COFC-NGH","fruitnum",130,"AT2G29550","high"
30082,"SALK_039361C","B","TP1EXPT2","2","COFC-NGH","fruitnum",142,"AT5G56670","high"
30093,"SALK_039456C","B","TP1EXPT2","2","COFC-NGH","fruitnum",154,"AT2G19450","high"
30095,"SALK_023753C","B","TP1EXPT2","2","COFC-NGH","fruitnum",144,"AT5G20810","high"
30097,"SALK_020158C","B","TP1EXPT2","2","COFC-NGH","fruitnum",136,"AT1G69260","high"
30107,"SALK_016332C","B","TP1EXPT2","2","COFC-NGH","fruitnum",144,"AT3G53180","high"
30144,"SALK_039456C","B","TP1EXPT2","2","COFC-NGH","fruitnum",146,"AT2G19450","high"
30148,"SALK_039478C","B","TP1EXPT2","2","COFC-NGH","fruitnum",160,"AT3G27920","high"
30158,"SALK_049220C","A","TP1EXPT2","2","COFC-NGH","fruitnum",142,"AT3G57670","high"
30159,"SALK_039302C","D","TP1EXPT2","2","COFC-NGH","fruitnum",166,"AT3G01460","high"
30160,"SALK_025407C","B","TP1EXPT2","2","COFC-NGH","fruitnum",167,"AT5G55800","high"
30161,"SALK_082690C","D","TP1EXPT2","2","COFC-NGH","fruitnum",135,"AT1G04760","high"
30177,"CS22659","D","TP1EXPT2","2","COFC-NGH","fruitnum",162,"","high"
30178,"SALK_024742C","D","TP1EXPT2","2","COFC-NGH","fruitnum",139,"AT1G08610","high"
30181,"SALK_049220C","B","TP1EXPT2","2","COFC-NGH","fruitnum",181,"AT3G57670","high"
30187,"SALK_082690C","D","TP1EXPT2","2","COFC-NGH","fruitnum",127,"AT1G04760","high"
30196,"SALK_004457C","D","TP1EXPT2","2","COFC-NGH","fruitnum",145,"AT2G15380","high"
30202,"SALK_075516C","B","TP1EXPT2","2","COFC-NGH","fruitnum",144,"AT1G37140","high"
30232,"CS22596","B","TP1EXPT2","2","COFC-NGH","fruitnum",154,"","high"
30234,"SALK_002904C","D","TP1EXPT2","2","COFC-NGH","fruitnum",133,"AT5G66560","high"
30251,"CS22652","B","TP1EXPT2","2","COFC-NGH","fruitnum",129,"","high"
30252,"SALK_093390C","D","TP1EXPT2","2","COFC-NGH","fruitnum",128,"AT4G31170","high"
30255,"SALK_002876C","B","TP1EXPT2","2","COFC-NGH","fruitnum",137,"AT5G19870","high"
30261,"CS22617","B","TP1EXPT2","2","COFC-NGH","fruitnum",146,"","high"
30262,"SALK_088429C","D","TP1EXPT2","2","COFC-NGH","fruitnum",131,"AT5G08020","high"
30268,"SALK_024720C","B","TP1EXPT2","2","COFC-NGH","fruitnum",152,"AT3G50820","high"
30269,"SALK_082690C","D","TP1EXPT2","2","COFC-NGH","fruitnum",133,"AT1G04760","high"
30274,"SALK_049220C","D","TP1EXPT2","2","COFC-NGH","fruitnum",138,"AT3G57670","high"
30278,"SALK_023753C","B","TP1EXPT2","2","COFC-NGH","fruitnum",132,"AT5G20810","high"
30306,"SALK_023915C","D","TP1EXPT2","2","COFC-NGH","fruitnum",128,"AT4G13940","high"
30308,"SALK_022201C","D","TP1EXPT2","2","COFC-NGH","fruitnum",129,"AT5G35920","high"
30319,"SALK_113587C","B","TP1EXPT2","2","COFC-NGH","fruitnum",134,"AT3G25030","high"
30325,"SALK_002876C","D","TP1EXPT2","2","COFC-NGH","fruitnum",129,"AT5G19870","high"
30331,"SALK_006487C","B","TP1EXPT2","2","COFC-NGH","fruitnum",155,"AT1G64150","high"
30333,"SALK_075970C","D","TP1EXPT2","2","COFC-NGH","fruitnum",130,"AT3G16650","high"
30339,"SALK_130522C","D","TP1EXPT2","2","COFC-NGH","fruitnum",170,"AT1G05120","high"
30346,"SALK_023625C","B","TP1EXPT2","2","COFC-NGH","fruitnum",163,"AT2G01730","high"
30347,"SALK_024197C","D","TP1EXPT2","2","COFC-NGH","fruitnum",137,"AT2G13550","high"
30353,"SALK_002904C","B","TP1EXPT2","2","COFC-NGH","fruitnum",159,"AT5G66560","high"
30359,"CS22618","B","TP1EXPT2","2","COFC-NGH","fruitnum",160,"","high"
30363,"SALK_020158C","D","TP1EXPT2","2","COFC-NGH","fruitnum",141,"AT1G69260","high"
30369,"SALK_058070C","B","TP1EXPT2","2","COFC-NGH","fruitnum",138,"AT5G61730","high"
30377,"SALK_041685C","B","TP1EXPT2","2","COFC-NGH","fruitnum",126,"AT3G28890","high"
30385,"SALK_140204C","B","TP1EXPT2","2","COFC-NGH","fruitnum",162,"AT1G05260","high"
30387,"SALK_079811C","B","TP1EXPT2","2","COFC-NGH","fruitnum",171,"AT1G77200","high"
30392,"SALK_127456C","B","TP1EXPT2","2","COFC-NGH","fruitnum",126,"AT5G25180","high"
30395,"SALK_079811C","D","TP1EXPT2","2","COFC-NGH","fruitnum",127,"AT1G77200","high"
30400,"SALK_027248C","B","TP1EXPT2","2","COFC-NGH","fruitnum",135,"AT3G56330","high"
30413,"SALK_024197C","B","TP1EXPT2","2","COFC-NGH","fruitnum",128,"AT2G13550","high"
30431,"SALK_023316C","B","TP1EXPT2","2","COFC-NGH","fruitnum",147,"AT5G45440","high"
30438,"SALK_012792C","B","TP1EXPT2","2","COFC-NGH","fruitnum",132,"AT3G27480","high"
30443,"SALK_047862C","D","TP1EXPT2","2","COFC-NGH","fruitnum",153,"AT5G38150","high"
30444,"SALK_039456C","B","TP1EXPT2","2","COFC-NGH","fruitnum",161,"AT2G19450","high"
30461,"SALK_047449C","B","TP1EXPT2","2","COFC-NGH","fruitnum",132,"AT1G65120","high"
30462,"SALK_088429C","D","TP1EXPT2","2","COFC-NGH","fruitnum",155,"AT5G08020","high"
30464,"SALK_058070C","D","TP1EXPT2","2","COFC-NGH","fruitnum",152,"AT5G61730","high"
30467,"SALK_039302C","D","TP1EXPT2","2","COFC-NGH","fruitnum",134,"AT3G01460","high"
30475,"SALK_025678C","B","TP1EXPT2","2","COFC-NGH","fruitnum",140,"AT1G22730","high"
30477,"SALK_082690C","B","TP1EXPT2","2","COFC-NGH","fruitnum",139,"AT1G04760","high"
30479,"SALK_023625C","D","TP1EXPT2","2","COFC-NGH","fruitnum",148,"AT2G01730","high"
30509,"SALK_020158C","B","TP1EXPT2","2","COFC-NGH","fruitnum",165,"AT1G69260","high"
30510,"CS22596","D","TP1EXPT2","2","COFC-NGH","fruitnum",136,"","high"
30515,"SALK_049342C","B","TP1EXPT2","2","COFC-NGH","fruitnum",153,"AT2G22610","high"
30522,"CS22658","B","TP1EXPT2","2","COFC-NGH","fruitnum",137,"","high"
30527,"SALK_047862C","B","TP1EXPT2","2","COFC-NGH","fruitnum",143,"AT5G38150","high"
30533,"CS22596","D","TP1EXPT2","2","COFC-NGH","fruitnum",163,"","high"
30541,"SALK_025451C","D","TP1EXPT2","2","COFC-NGH","fruitnum",171,"AT4G27140","high"
30548,"SALK_024742C","D","TP1EXPT2","2","COFC-NGH","fruitnum",126,"AT1G08610","high"
30550,"SALK_016557C","B","TP1EXPT2","2","COFC-NGH","fruitnum",130,"AT5G14890","high"
30568,"SALK_072624C","B","TP1EXPT2","2","COFC-NGH","fruitnum",145,"AT4G04720","high"
30581,"SALK_118842C","D","TP1EXPT2","2","COFC-NGH","fruitnum",131,"AT5G23090","high"
30587,"SALK_004686C","B","TP1EXPT2","2","COFC-NGH","fruitnum",156,"AT3G10360","high"
30595,"SALK_130522C","B","TP1EXPT2","2","COFC-NGH","fruitnum",156,"AT1G05120","high"
30598,"SALK_002904C","B","TP1EXPT2","2","COFC-NGH","fruitnum",134,"AT5G66560","high"
30600,"SALK_050141C","B","TP1EXPT2","2","COFC-NGH","fruitnum",133,"AT1G43130","high"
30615,"COL70000","B","TP1EXPT2","2","COFC-NGH","fruitnum",151,"","high"
30620,"SALK_024197C","D","TP1EXPT2","2","COFC-NGH","fruitnum",139,"AT2G13550","high"
30637,"SALK_006575C","B","TP1EXPT2","2","COFC-NGH","fruitnum",145,"AT3G47675","high"
30655,"SALK_004457C","B","TP1EXPT2","2","COFC-NGH","fruitnum",142,"AT2G15380","high"
30660,"SALK_007810C","B","TP1EXPT2","2","COFC-NGH","fruitnum",138,"AT2G28640","high"
30688,"SALK_024197C","B","TP1EXPT2","2","COFC-NGH","fruitnum",137,"AT2G13550","high"
30689,"SALK_072624C","D","TP1EXPT2","2","COFC-NGH","fruitnum",160,"AT4G04720","high"
30693,"SALK_007810C","D","TP1EXPT2","2","COFC-NGH","fruitnum",134,"AT2G28640","high"
30705,"SALK_009619C","D","TP1EXPT2","2","COFC-NGH","fruitnum",160,"AT4G03010","high"
30710,"SALK_138583C","B","TP1EXPT2","2","COFC-NGH","fruitnum",155,"AT5G61190","high"
30718,"SALK_023995C","B","TP1EXPT2","2","COFC-NGH","fruitnum",160,"AT3G30465","high"
30730,"SALK_058070C","B","TP1EXPT2","2","COFC-NGH","fruitnum",160,"AT5G61730","high"
30732,"SALK_039478C","D","TP1EXPT2","2","COFC-NGH","fruitnum",152,"AT3G27920","high"
30737,"SALK_020181C","D","TP1EXPT2","2","COFC-NGH","fruitnum",155,"AT4G39610","high"
30743,"SALK_118842C","D","TP1EXPT2","2","COFC-NGH","fruitnum",139,"AT5G23090","high"
30750,"SALK_006575C","D","TP1EXPT2","2","COFC-NGH","fruitnum",132,"AT3G47675","high"
30761,"SALK_012553C","D","TP1EXPT2","2","COFC-NGH","fruitnum",149,"AT3G06170","high"
30764,"SALK_023915C","B","TP1EXPT2","2","COFC-NGH","fruitnum",184,"AT4G13940","high"
30775,"SALK_002904C","B","TP1EXPT2","2","COFC-NGH","fruitnum",137,"AT5G66560","high"
30779,"SALK_047449C","B","TP1EXPT2","2","COFC-NGH","fruitnum",156,"AT1G65120","high"
30783,"SALK_024720C","B","TP1EXPT2","2","COFC-NGH","fruitnum",131,"AT3G50820","high"
30784,"CS22636","B","TP1EXPT2","2","COFC-NGH","fruitnum",132,"","high"
30791,"SALK_023726C","B","TP1EXPT2","2","COFC-NGH","fruitnum",137,"AT5G45430","high"
30792,"SALK_079811C","B","TP1EXPT2","2","COFC-NGH","fruitnum",148,"AT1G77200","high"
30803,"SALK_039361C","B","TP1EXPT2","2","COFC-NGH","fruitnum",143,"AT5G56670","high"
30806,"SALK_022201C","B","TP1EXPT2","2","COFC-NGH","fruitnum",146,"AT5G35920","high"
30807,"SALK_022879C","D","TP1EXPT2","2","COFC-NGH","fruitnum",128,"AT1G06580","high"
30809,"SALK_041685C","D","TP1EXPT2","2","COFC-NGH","fruitnum",145,"AT3G28890","high"
30811,"SALK_072624C","B","TP1EXPT2","2","COFC-NGH","fruitnum",202,"AT4G04720","high"
30812,"SALK_026797C","B","TP1EXPT2","2","COFC-NGH","fruitnum",176,"AT2G29550","high"
30813,"SALK_123484C","B","TP1EXPT2","2","COFC-NGH","fruitnum",149,"AT1G25490","high"
30817,"SALK_088429C","D","TP1EXPT2","2","COFC-NGH","fruitnum",131,"AT5G08020","high"
30818,"SALK_113587C","B","TP1EXPT2","2","COFC-NGH","fruitnum",155,"AT3G25030","high"
30819,"SALK_042719C","B","TP1EXPT2","2","COFC-NGH","fruitnum",159,"AT2G27070","high"
30820,"SALK_082690C","B","TP1EXPT2","2","COFC-NGH","fruitnum",152,"AT1G04760","high"
30826,"CS22658","B","TP1EXPT2","2","COFC-NGH","fruitnum",150,"","high"
30829,"SALK_075516C","B","TP1EXPT2","2","COFC-NGH","fruitnum",195,"AT1G37140","high"
30835,"CS22659","B","TP1EXPT2","2","COFC-NGH","fruitnum",152,"","high"
30836,"SALK_022879C","B","TP1EXPT2","2","COFC-NGH","fruitnum",128,"AT1G06580","high"
30837,"SALK_130522C","B","TP1EXPT2","2","COFC-NGH","fruitnum",176,"AT1G05120","high"
30838,"SALK_025451C","B","TP1EXPT2","2","COFC-NGH","fruitnum",166,"AT4G27140","high"
30839,"SALK_024742C","D","TP1EXPT2","2","COFC-NGH","fruitnum",159,"AT1G08610","high"
30840,"SALK_041685C","B","TP1EXPT2","2","COFC-NGH","fruitnum",195,"AT3G28890","high"
30844,"CS22652","B","TP1EXPT2","2","COFC-NGH","fruitnum",147,"","high"
30845,"SALK_023316C","B","TP1EXPT2","2","COFC-NGH","fruitnum",148,"AT5G45440","high"
30847,"SALK_004457C","D","TP1EXPT2","2","COFC-NGH","fruitnum",164,"AT2G15380","high"
30849,"SALK_123484C","D","TP1EXPT2","2","COFC-NGH","fruitnum",158,"AT1G25490","high"
30850,"SALK_012792C","B","TP1EXPT2","2","COFC-NGH","fruitnum",164,"AT3G27480","high"
30851,"SALK_002876C","B","TP1EXPT2","2","COFC-NGH","fruitnum",149,"AT5G19870","high"
30852,"SALK_103127C","D","TP1EXPT2","2","COFC-NGH","fruitnum",149,"AT5G64080","high"
30857,"SALK_026797C","D","TP1EXPT2","2","COFC-NGH","fruitnum",159,"AT2G29550","high"
30862,"SALK_049342C","B","TP1EXPT2","2","COFC-NGH","fruitnum",199,"AT2G22610","high"
30877,"SALK_047862C","D","TP1EXPT2","2","COFC-NGH","fruitnum",158,"AT5G38150","high"
30878,"SALK_039478C","D","TP1EXPT2","2","COFC-NGH","fruitnum",171,"AT3G27920","high"
30881,"SALK_024197C","B","TP1EXPT2","2","COFC-NGH","fruitnum",159,"AT2G13550","high"
30882,"SALK_066578C","B","TP1EXPT2","2","COFC-NGH","fruitnum",147,"AT3G05155","high"
30885,"SALK_075970C","B","TP1EXPT2","2","COFC-NGH","fruitnum",190,"AT3G16650","high"
30886,"SALK_022201C","B","TP1EXPT2","2","COFC-NGH","fruitnum",167,"AT5G35920","high"
30888,"SALK_002904C","D","TP1EXPT2","2","COFC-NGH","fruitnum",135,"AT5G66560","high"
30895,"SALK_023995C","D","TP1EXPT2","2","COFC-NGH","fruitnum",147,"AT3G30465","high"
30899,"SALK_023915C","D","TP1EXPT2","2","COFC-NGH","fruitnum",180,"AT4G13940","high"
30902,"SALK_007810C","D","TP1EXPT2","2","COFC-NGH","fruitnum",146,"AT2G28640","high"
30904,"SALK_140204C","D","TP1EXPT2","2","COFC-NGH","fruitnum",161,"AT1G05260","high"
30912,"CS22659","B","TP1EXPT2","2","COFC-NGH","fruitnum",171,"","high"
30925,"SALK_002876C","B","TP1EXPT2","2","COFC-NGH","fruitnum",155,"AT5G19870","high"
30926,"CS22633","B","TP1EXPT2","2","COFC-NGH","fruitnum",134,"","high"
30927,"SALK_075970C","D","TP1EXPT2","2","COFC-NGH","fruitnum",156,"AT3G16650","high"
30930,"SALK_039456C","D","TP1EXPT2","2","COFC-NGH","fruitnum",154,"AT2G19450","high"
30932,"SALK_024720C","D","TP1EXPT2","2","COFC-NGH","fruitnum",144,"AT3G50820","high"
30938,"SALK_123484C","D","TP1EXPT2","2","COFC-NGH","fruitnum",141,"AT1G25490","high"
30939,"SALK_016332C","D","TP1EXPT2","2","COFC-NGH","fruitnum",142,"AT3G53180","high"
30945,"SALK_006575C","B","TP1EXPT2","2","COFC-NGH","fruitnum",199,"AT3G47675","high"
30949,"SALK_075516C","D","TP1EXPT2","2","COFC-NGH","fruitnum",126,"AT1G37140","high"
30950,"SALK_004686C","D","TP1EXPT2","2","COFC-NGH","fruitnum",169,"AT3G10360","high"
30952,"SALK_049342C","B","TP1EXPT2","2","COFC-NGH","fruitnum",208,"AT2G22610","high"
30953,"SALK_012792C","D","TP1EXPT2","2","COFC-NGH","fruitnum",164,"AT3G27480","high"
30958,"SALK_093390C","B","TP1EXPT2","2","COFC-NGH","fruitnum",178,"AT4G31170","high"
30962,"SALK_053489C","B","TP1EXPT2","2","COFC-NGH","fruitnum",153,"AT3G02410","high"
30963,"SALK_027248C","D","TP1EXPT2","2","COFC-NGH","fruitnum",131,"AT3G56330","high"
30965,"SALK_088429C","D","TP1EXPT2","2","COFC-NGH","fruitnum",168,"AT5G08020","high"
30969,"SALK_026797C","B","TP1EXPT2","2","COFC-NGH","fruitnum",132,"AT2G29550","high"
30972,"SALK_053489C","B","TP1EXPT2","2","COFC-NGH","fruitnum",140,"AT3G02410","high"
30975,"SALK_004686C","B","TP1EXPT2","2","COFC-NGH","fruitnum",192,"AT3G10360","high"
30979,"SALK_072624C","B","TP1EXPT2","2","COFC-NGH","fruitnum",227,"AT4G04720","high"
30981,"SALK_127456C","B","TP1EXPT2","2","COFC-NGH","fruitnum",187,"AT5G25180","high"
30983,"SALK_082690C","B","TP1EXPT2","2","COFC-NGH","fruitnum",180,"AT1G04760","high"
30985,"SALK_130522C","D","TP1EXPT2","2","COFC-NGH","fruitnum",133,"AT1G05120","high"
30988,"CS22659","D","TP1EXPT2","2","COFC-NGH","fruitnum",154,"","high"
30996,"SALK_016557C","B","TP1EXPT2","2","COFC-NGH","fruitnum",167,"AT5G14890","high"
30997,"SALK_020158C","B","TP1EXPT2","2","COFC-NGH","fruitnum",127,"AT1G69260","high"
31001,"SALK_049220C","D","TP1EXPT2","2","COFC-NGH","fruitnum",209,"AT3G57670","high"
31007,"SALK_041685C","B","TP1EXPT2","2","COFC-NGH","fruitnum",139,"AT3G28890","high"
31009,"SALK_047449C","B","TP1EXPT2","2","COFC-NGH","fruitnum",131,"AT1G65120","high"
31012,"SALK_140204C","D","TP1EXPT2","2","COFC-NGH","fruitnum",168,"AT1G05260","high"
31018,"CS22617","D","TP1EXPT2","2","COFC-NGH","fruitnum",128,"","high"
31019,"SALK_113587C","A","TP1EXPT2","2","COFC-NGH","fruitnum",193,"AT3G25030","high"
31026,"SALK_022201C","D","TP1EXPT2","2","COFC-NGH","fruitnum",156,"AT5G35920","high"
31033,"CS22618","B","TP1EXPT2","2","COFC-NGH","fruitnum",156,"","high"
31035,"SALK_039361C","B","TP1EXPT2","2","COFC-NGH","fruitnum",147,"AT5G56670","high"
31036,"SALK_020181C","B","TP1EXPT2","2","COFC-NGH","fruitnum",200,"AT4G39610","high"
31039,"SALK_020158C","B","TP1EXPT2","2","COFC-NGH","fruitnum",173,"AT1G69260","high"
31040,"SALK_023316C","D","TP1EXPT2","2","COFC-NGH","fruitnum",179,"AT5G45440","high"
31041,"SALK_022879C","B","TP1EXPT2","2","COFC-NGH","fruitnum",164,"AT1G06580","high"
31049,"CS22635","D","TP1EXPT2","2","COFC-NGH","fruitnum",141,"","high"
31051,"SALK_039361C","D","TP1EXPT2","2","COFC-NGH","fruitnum",196,"AT5G56670","high"
31052,"SALK_050141C","D","TP1EXPT2","2","COFC-NGH","fruitnum",188,"AT1G43130","high"
31053,"SALK_053489C","D","TP1EXPT2","2","COFC-NGH","fruitnum",181,"AT3G02410","high"
31055,"SALK_113587C","B","TP1EXPT2","2","COFC-NGH","fruitnum",180,"AT3G25030","high"
31059,"SALK_023753C","B","TP1EXPT2","2","COFC-NGH","fruitnum",172,"AT5G20810","high"
31060,"SALK_002904C","D","TP1EXPT2","2","COFC-NGH","fruitnum",144,"AT5G66560","high"
31062,"SALK_041685C","D","TP1EXPT2","2","COFC-NGH","fruitnum",177,"AT3G28890","high"
31069,"SALK_138583C","D","TP1EXPT2","2","COFC-NGH","fruitnum",127,"AT5G61190","high"
31077,"SALK_039302C","D","TP1EXPT2","2","COFC-NGH","fruitnum",146,"AT3G01460","high"
31085,"SALK_022902C","B","TP1EXPT2","2","COFC-NGH","fruitnum",165,"AT5G17180","high"
31090,"SALK_079811C","D","TP1EXPT2","2","COFC-NGH","fruitnum",148,"AT1G77200","high"
31094,"SALK_049220C","D","TP1EXPT2","2","COFC-NGH","fruitnum",142,"AT3G57670","high"
31095,"SALK_118842C","D","TP1EXPT2","2","COFC-NGH","fruitnum",161,"AT5G23090","high"
31096,"COL70000","D","TP1EXPT2","2","COFC-NGH","fruitnum",166,"","high"
31098,"SALK_004457C","B","TP1EXPT2","2","COFC-NGH","fruitnum",176,"AT2G15380","high"
31104,"SALK_047862C","D","TP1EXPT2","2","COFC-NGH","fruitnum",131,"AT5G38150","high"
31105,"SALK_027248C","B","TP1EXPT2","2","COFC-NGH","fruitnum",163,"AT3G56330","high"
31110,"SALK_066578C","D","TP1EXPT2","2","COFC-NGH","fruitnum",132,"AT3G05155","high"
31112,"SALK_024742C","B","TP1EXPT2","2","COFC-NGH","fruitnum",166,"AT1G08610","high"
31120,"SALK_047862C","B","TP1EXPT2","2","COFC-NGH","fruitnum",148,"AT5G38150","high"
31126,"CS22596","D","TP1EXPT2","2","COFC-NGH","fruitnum",174,"","high"
31127,"SALK_016332C","D","TP1EXPT2","2","COFC-NGH","fruitnum",149,"AT3G53180","high"
