"plantID","accession","plantnum_experiment","parent_experiment","Parent1","Parent2","treatment","experiment","meta.experiment","facility"
17465,"CS22596","9-A-1",NA,0,0,"control","Phyt2B","phyt","BC-GH1"
17466,"SALK_109179C","9-A-2",NA,0,0,"control","Phyt2B","phyt","BC-GH1"
17467,"SALK_074302C","9-A-3",NA,0,0,"control","Phyt2B","phyt","BC-GH1"
17468,"CS22636","9-A-4",NA,0,0,"control","Phyt2B","phyt","BC-GH1"
17469,"SALK_051012C","9-A-5",NA,0,0,"control","Phyt2B","phyt","BC-GH1"
17470,"SALK_050915C","9-A-6",NA,0,0,"control","Phyt2B","phyt","BC-GH1"
17471,"SALK_073617C","9-B-1",NA,0,0,"control","Phyt2B","phyt","BC-GH1"
17472,"SALK_050266C","9-B-2",NA,0,0,"control","Phyt2B","phyt","BC-GH1"
17473,"CS22633","9-B-3",NA,0,0,"control","Phyt2B","phyt","BC-GH1"
17474,"SALK_073717C","9-B-4",NA,0,0,"control","Phyt2B","phyt","BC-GH1"
17475,"CS70000","9-B-5",NA,0,0,"control","Phyt2B","phyt","BC-GH1"
17476,"CS22631","9-B-6",NA,0,0,"control","Phyt2B","phyt","BC-GH1"
17477,"SALK_050938C","9-C-1",NA,0,0,"control","Phyt2B","phyt","BC-GH1"
17478,"SALK_074288C","9-C-2",NA,0,0,"control","Phyt2B","phyt","BC-GH1"
17479,"CS22635","9-C-3",NA,0,0,"control","Phyt2B","phyt","BC-GH1"
17480,"SALK_051074C","9-C-4",NA,0,0,"control","Phyt2B","phyt","BC-GH1"
17481,"SALK_050926C","9-C-5",NA,0,0,"control","Phyt2B","phyt","BC-GH1"
17482,"CS22650","9-C-6",NA,0,0,"control","Phyt2B","phyt","BC-GH1"
17483,"SALK_074221C","9-D-1",NA,0,0,"control","Phyt2B","phyt","BC-GH1"
17484,"CS22617","9-D-2",NA,0,0,"control","Phyt2B","phyt","BC-GH1"
17485,"CS22633","9-D-3",NA,0,0,"control","Phyt2B","phyt","BC-GH1"
17486,"SALK_050266C","9-D-4",NA,0,0,"control","Phyt2B","phyt","BC-GH1"
17487,"SALK_074344C","9-D-5",NA,0,0,"control","Phyt2B","phyt","BC-GH1"
17488,"SALK_109179C","9-D-6",NA,0,0,"control","Phyt2B","phyt","BC-GH1"
17489,"CS22618","9-E-1",NA,0,0,"control","Phyt2B","phyt","BC-GH1"
17490,"SALK_047702C","9-E-2",NA,0,0,"control","Phyt2B","phyt","BC-GH1"
17491,"SALK_047708C","9-E-3",NA,0,0,"control","Phyt2B","phyt","BC-GH1"
17492,"CS70000","9-E-4",NA,0,0,"control","Phyt2B","phyt","BC-GH1"
17493,"SALK_109844C","9-E-5",NA,0,0,"control","Phyt2B","phyt","BC-GH1"
17494,"SALK_050938C","9-E-6",NA,0,0,"control","Phyt2B","phyt","BC-GH1"
17495,"CS22599","9-F-1",NA,0,0,"control","Phyt2B","phyt","BC-GH1"
17496,"SALK_051074C","9-F-2",NA,0,0,"control","Phyt2B","phyt","BC-GH1"
17497,"SALK_075753C","9-F-3",NA,0,0,"control","Phyt2B","phyt","BC-GH1"
17498,"CS22620","9-F-4",NA,0,0,"control","Phyt2B","phyt","BC-GH1"
17499,"SALK_049331C","9-F-5",NA,0,0,"control","Phyt2B","phyt","BC-GH1"
17500,"SALK_073717C","9-F-6",NA,0,0,"control","Phyt2B","phyt","BC-GH1"
17501,"CS22597","9-G-1",NA,0,0,"control","Phyt2B","phyt","BC-GH1"
17502,"SALK_050915C","9-G-2",NA,0,0,"control","Phyt2B","phyt","BC-GH1"
17503,"CS22647","9-G-3",NA,0,0,"control","Phyt2B","phyt","BC-GH1"
17504,"SALK_047755C","9-G-4",NA,0,0,"control","Phyt2B","phyt","BC-GH1"
17505,"SALK_047428C","9-G-5",NA,0,0,"control","Phyt2B","phyt","BC-GH1"
17506,"CS22634","9-G-6",NA,0,0,"control","Phyt2B","phyt","BC-GH1"
17507,"CS22596","9-H-1",NA,0,0,"control","Phyt2B","phyt","BC-GH1"
17508,"CS22650","9-H-2",NA,0,0,"control","Phyt2B","phyt","BC-GH1"
17509,"CS22659","9-H-3",NA,0,0,"control","Phyt2B","phyt","BC-GH1"
17510,"CS22611","9-H-4",NA,0,0,"control","Phyt2B","phyt","BC-GH1"
17511,"SALK_050756C","9-H-5",NA,0,0,"control","Phyt2B","phyt","BC-GH1"
17512,"SALK_074288C","9-H-6",NA,0,0,"control","Phyt2B","phyt","BC-GH1"
17513,"CS22615","9-I-1",NA,0,0,"control","Phyt2B","phyt","BC-GH1"
17514,"SALK_050728C","9-I-2",NA,0,0,"control","Phyt2B","phyt","BC-GH1"
17515,"CS22653","9-I-3",NA,0,0,"control","Phyt2B","phyt","BC-GH1"
17516,"SALK_050926C","9-I-4",NA,0,0,"control","Phyt2B","phyt","BC-GH1"
17517,"CS22614","9-I-5",NA,0,0,"control","Phyt2B","phyt","BC-GH1"
17518,"SALK_110551C","9-I-6",NA,0,0,"control","Phyt2B","phyt","BC-GH1"
17519,"CS22636","9-J-1",NA,0,0,"control","Phyt2B","phyt","BC-GH1"
17520,"SALK_051012C","9-J-2",NA,0,0,"control","Phyt2B","phyt","BC-GH1"
17521,"SALK_109408C","9-J-3",NA,0,0,"control","Phyt2B","phyt","BC-GH1"
17522,"SALK_048823C","9-J-4",NA,0,0,"control","Phyt2B","phyt","BC-GH1"
17523,"CS22627","9-J-5",NA,0,0,"control","Phyt2B","phyt","BC-GH1"
17524,"CS22631","9-J-6",NA,0,0,"control","Phyt2B","phyt","BC-GH1"
17525,"SALK_110002C","9-K-1",NA,0,0,"control","Phyt2B","phyt","BC-GH1"
17526,"CS22635","9-K-2",NA,0,0,"control","Phyt2B","phyt","BC-GH1"
17527,"CS22601","9-K-3",NA,0,0,"control","Phyt2B","phyt","BC-GH1"
17528,"SALK_074302C","9-K-4",NA,0,0,"control","Phyt2B","phyt","BC-GH1"
17529,"SALK_074725C","9-K-5",NA,0,0,"control","Phyt2B","phyt","BC-GH1"
17530,"CS22658","9-K-6",NA,0,0,"control","Phyt2B","phyt","BC-GH1"
17531,"SALK_073617C","9-L-1",NA,0,0,"control","Phyt2B","phyt","BC-GH1"
17532,"CS22600","9-L-2",NA,0,0,"control","Phyt2B","phyt","BC-GH1"
17533,"CS22652","9-L-3",NA,0,0,"control","Phyt2B","phyt","BC-GH1"
17534,"CS22606","9-L-4",NA,0,0,"control","Phyt2B","phyt","BC-GH1"
17535,"CS22619","9-L-5",NA,0,0,"control","Phyt2B","phyt","BC-GH1"
17536,"CS22649","9-L-6",NA,0,0,"control","Phyt2B","phyt","BC-GH1"
17537,"CS22653","10-A-1",NA,0,0,"control","Phyt2B","phyt","BC-GH1"
17538,"CS22633","10-A-2",NA,0,0,"control","Phyt2B","phyt","BC-GH1"
17539,"CS22601","10-A-3",NA,0,0,"control","Phyt2B","phyt","BC-GH1"
17540,"CS22631","10-A-4",NA,0,0,"control","Phyt2B","phyt","BC-GH1"
17541,"SALK_047702C","10-A-5",NA,0,0,"control","Phyt2B","phyt","BC-GH1"
17542,"SALK_050728C","10-A-6",NA,0,0,"control","Phyt2B","phyt","BC-GH1"
17543,"CS22618","10-B-1",NA,0,0,"control","Phyt2B","phyt","BC-GH1"
17544,"SALK_048823C","10-B-2",NA,0,0,"control","Phyt2B","phyt","BC-GH1"
17545,"CS22599","10-B-3",NA,0,0,"control","Phyt2B","phyt","BC-GH1"
17546,"CS22597","10-B-4",NA,0,0,"control","Phyt2B","phyt","BC-GH1"
17547,"SALK_075753C","10-B-5",NA,0,0,"control","Phyt2B","phyt","BC-GH1"
17548,"CS22649","10-B-6",NA,0,0,"control","Phyt2B","phyt","BC-GH1"
17549,"CS22620","10-C-1",NA,0,0,"control","Phyt2B","phyt","BC-GH1"
17550,"CS70000","10-C-2",NA,0,0,"control","Phyt2B","phyt","BC-GH1"
17551,"CS22617","10-C-3",NA,0,0,"control","Phyt2B","phyt","BC-GH1"
17552,"CS22652","10-C-4",NA,0,0,"control","Phyt2B","phyt","BC-GH1"
17553,"SALK_050266C","10-C-5",NA,0,0,"control","Phyt2B","phyt","BC-GH1"
17554,"CS22600","10-C-6",NA,0,0,"control","Phyt2B","phyt","BC-GH1"
17555,"SALK_074344C","10-D-1",NA,0,0,"control","Phyt2B","phyt","BC-GH1"
17556,"SALK_047428C","10-D-2",NA,0,0,"control","Phyt2B","phyt","BC-GH1"
17557,"SALK_073717C","10-D-3",NA,0,0,"control","Phyt2B","phyt","BC-GH1"
17558,"CS22636","10-D-4",NA,0,0,"control","Phyt2B","phyt","BC-GH1"
17559,"SALK_074302C","10-D-5",NA,0,0,"control","Phyt2B","phyt","BC-GH1"
17560,"CS22650","10-D-6",NA,0,0,"control","Phyt2B","phyt","BC-GH1"
17561,"SALK_074725C","10-E-1",NA,0,0,"control","Phyt2B","phyt","BC-GH1"
17562,"SALK_051074C","10-E-2",NA,0,0,"control","Phyt2B","phyt","BC-GH1"
17563,"CS22658","10-E-3",NA,0,0,"control","Phyt2B","phyt","BC-GH1"
17564,"SALK_047708C","10-E-4",NA,0,0,"control","Phyt2B","phyt","BC-GH1"
17565,"SALK_047755C","10-E-5",NA,0,0,"control","Phyt2B","phyt","BC-GH1"
17566,"CS22634","10-E-6",NA,0,0,"control","Phyt2B","phyt","BC-GH1"
17567,"CS22615","10-F-1",NA,0,0,"control","Phyt2B","phyt","BC-GH1"
17568,"SALK_109408C","10-F-2",NA,0,0,"control","Phyt2B","phyt","BC-GH1"
17569,"SALK_050915C","10-F-3",NA,0,0,"control","Phyt2B","phyt","BC-GH1"
17570,"CS22614","10-F-4",NA,0,0,"control","Phyt2B","phyt","BC-GH1"
17571,"SALK_109844C","10-F-5",NA,0,0,"control","Phyt2B","phyt","BC-GH1"
17572,"CS22627","10-F-6",NA,0,0,"control","Phyt2B","phyt","BC-GH1"
17573,"SALK_110551C","10-G-1",NA,0,0,"control","Phyt2B","phyt","BC-GH1"
17574,"CS22647","10-G-2",NA,0,0,"control","Phyt2B","phyt","BC-GH1"
17575,"CS22606","10-G-3",NA,0,0,"control","Phyt2B","phyt","BC-GH1"
17576,"SALK_074221C","10-G-4",NA,0,0,"control","Phyt2B","phyt","BC-GH1"
17577,"SALK_051012C","10-G-5",NA,0,0,"control","Phyt2B","phyt","BC-GH1"
17578,"SALK_073617C","10-G-6",NA,0,0,"control","Phyt2B","phyt","BC-GH1"
17579,"CS22635","10-H-1",NA,0,0,"control","Phyt2B","phyt","BC-GH1"
17580,"SALK_110002C","10-H-2",NA,0,0,"control","Phyt2B","phyt","BC-GH1"
17581,"SALK_049331C","10-H-3",NA,0,0,"control","Phyt2B","phyt","BC-GH1"
17582,"CS22596","10-H-4",NA,0,0,"control","Phyt2B","phyt","BC-GH1"
17583,"SALK_050926C","10-H-5",NA,0,0,"control","Phyt2B","phyt","BC-GH1"
17584,"CS22611","10-H-6",NA,0,0,"control","Phyt2B","phyt","BC-GH1"
17585,"SALK_074288C","10-I-1",NA,0,0,"control","Phyt2B","phyt","BC-GH1"
17586,"SALK_109179C","10-I-2",NA,0,0,"control","Phyt2B","phyt","BC-GH1"
17587,"SALK_050756C","10-I-3",NA,0,0,"control","Phyt2B","phyt","BC-GH1"
17588,"SALK_050938C","10-I-4",NA,0,0,"control","Phyt2B","phyt","BC-GH1"
17589,"CS22619","10-I-5",NA,0,0,"control","Phyt2B","phyt","BC-GH1"
17590,"CS22659","10-I-6",NA,0,0,"control","Phyt2B","phyt","BC-GH1"
17591,"SALK_074725C","10-J-1",NA,0,0,"control","Phyt2B","phyt","BC-GH1"
17592,"CS22634","10-J-2",NA,0,0,"control","Phyt2B","phyt","BC-GH1"
17593,"CS22615","10-J-3",NA,0,0,"control","Phyt2B","phyt","BC-GH1"
17594,"SALK_074221C","10-J-4",NA,0,0,"control","Phyt2B","phyt","BC-GH1"
17595,"CS22636","10-J-5",NA,0,0,"control","Phyt2B","phyt","BC-GH1"
17596,"CS22649","10-J-6",NA,0,0,"control","Phyt2B","phyt","BC-GH1"
17597,"CS22650","10-K-1",NA,0,0,"control","Phyt2B","phyt","BC-GH1"
17598,"CS22627","10-K-2",NA,0,0,"control","Phyt2B","phyt","BC-GH1"
17599,"SALK_109844C","10-K-3",NA,0,0,"control","Phyt2B","phyt","BC-GH1"
17600,"SALK_050915C","10-K-4",NA,0,0,"control","Phyt2B","phyt","BC-GH1"
17601,"CS22596","10-K-5",NA,0,0,"control","Phyt2B","phyt","BC-GH1"
17602,"SALK_050756C","10-K-6",NA,0,0,"control","Phyt2B","phyt","BC-GH1"
17603,"CS22619","10-L-1",NA,0,0,"control","Phyt2B","phyt","BC-GH1"
17604,"CS22614","10-L-2",NA,0,0,"control","Phyt2B","phyt","BC-GH1"
17605,"SALK_050266C","10-L-3",NA,0,0,"control","Phyt2B","phyt","BC-GH1"
17606,"SALK_109179C","10-L-4",NA,0,0,"control","Phyt2B","phyt","BC-GH1"
17607,"SALK_049331C","10-L-5",NA,0,0,"control","Phyt2B","phyt","BC-GH1"
17608,"CS22620","10-L-6",NA,0,0,"control","Phyt2B","phyt","BC-GH1"
17609,"CS22647","11-A-1",NA,0,0,"control","Phyt2B","phyt","BC-GH1"
17610,"SALK_109408C","11-A-2",NA,0,0,"control","Phyt2B","phyt","BC-GH1"
17611,"SALK_075753C","11-A-3",NA,0,0,"control","Phyt2B","phyt","BC-GH1"
17612,"SALK_051074C","11-A-4",NA,0,0,"control","Phyt2B","phyt","BC-GH1"
17613,"CS22659","11-A-5",NA,0,0,"control","Phyt2B","phyt","BC-GH1"
17614,"CS22611","11-A-6",NA,0,0,"control","Phyt2B","phyt","BC-GH1"
17615,"CS22653","11-B-1",NA,0,0,"control","Phyt2B","phyt","BC-GH1"
17616,"SALK_047702C","11-B-2",NA,0,0,"control","Phyt2B","phyt","BC-GH1"
17617,"SALK_110002C","11-B-3",NA,0,0,"control","Phyt2B","phyt","BC-GH1"
17618,"CS22599","11-B-4",NA,0,0,"control","Phyt2B","phyt","BC-GH1"
17619,"SALK_050938C","11-B-5",NA,0,0,"control","Phyt2B","phyt","BC-GH1"
17620,"CS70000","11-B-6",NA,0,0,"control","Phyt2B","phyt","BC-GH1"
17621,"SALK_073617C","11-C-1",NA,0,0,"control","Phyt2B","phyt","BC-GH1"
17622,"CS22633","11-C-2",NA,0,0,"control","Phyt2B","phyt","BC-GH1"
17623,"CS22601","11-C-3",NA,0,0,"control","Phyt2B","phyt","BC-GH1"
17624,"SALK_047428C","11-C-4",NA,0,0,"control","Phyt2B","phyt","BC-GH1"
17625,"SALK_047755C","11-C-5",NA,0,0,"control","Phyt2B","phyt","BC-GH1"
17626,"SALK_050926C","11-C-6",NA,0,0,"control","Phyt2B","phyt","BC-GH1"
17627,"CS22618","11-D-1",NA,0,0,"control","Phyt2B","phyt","BC-GH1"
17628,"CS22597","11-D-2",NA,0,0,"control","Phyt2B","phyt","BC-GH1"
17629,"CS22606","11-D-3",NA,0,0,"control","Phyt2B","phyt","BC-GH1"
17630,"SALK_074344C","11-D-4",NA,0,0,"control","Phyt2B","phyt","BC-GH1"
17631,"CS22658","11-D-5",NA,0,0,"control","Phyt2B","phyt","BC-GH1"
17632,"SALK_110551C","11-D-6",NA,0,0,"control","Phyt2B","phyt","BC-GH1"
17633,"CS22635","11-E-1",NA,0,0,"control","Phyt2B","phyt","BC-GH1"
17634,"CS22617","11-E-2",NA,0,0,"control","Phyt2B","phyt","BC-GH1"
17635,"SALK_051012C","11-E-3",NA,0,0,"control","Phyt2B","phyt","BC-GH1"
17636,"SALK_047708C","11-E-4",NA,0,0,"control","Phyt2B","phyt","BC-GH1"
17637,"SALK_048823C","11-E-5",NA,0,0,"control","Phyt2B","phyt","BC-GH1"
17638,"SALK_050728C","11-E-6",NA,0,0,"control","Phyt2B","phyt","BC-GH1"
17639,"CS22631","11-F-1",NA,0,0,"control","Phyt2B","phyt","BC-GH1"
17640,"CS22600","11-F-2",NA,0,0,"control","Phyt2B","phyt","BC-GH1"
17641,"SALK_074288C","11-F-3",NA,0,0,"control","Phyt2B","phyt","BC-GH1"
17642,"CS22652","11-F-4",NA,0,0,"control","Phyt2B","phyt","BC-GH1"
17643,"SALK_074302C","11-F-5",NA,0,0,"control","Phyt2B","phyt","BC-GH1"
17644,"SALK_073717C","11-F-6",NA,0,0,"control","Phyt2B","phyt","BC-GH1"
17645,"CS22631","11-G-1",NA,0,0,"control","Phyt2B","phyt","BC-GH1"
17646,"SALK_051074C","11-G-2",NA,0,0,"control","Phyt2B","phyt","BC-GH1"
17647,"CS22650","11-G-3",NA,0,0,"control","Phyt2B","phyt","BC-GH1"
17648,"CS22649","11-G-4",NA,0,0,"control","Phyt2B","phyt","BC-GH1"
17649,"SALK_048823C","11-G-5",NA,0,0,"control","Phyt2B","phyt","BC-GH1"
17650,"CS22627","11-G-6",NA,0,0,"control","Phyt2B","phyt","BC-GH1"
17651,"SALK_074344C","11-H-1",NA,0,0,"control","Phyt2B","phyt","BC-GH1"
17652,"CS22619","11-H-2",NA,0,0,"control","Phyt2B","phyt","BC-GH1"
17653,"CS22599","11-H-3",NA,0,0,"control","Phyt2B","phyt","BC-GH1"
17654,"CS22618","11-H-4",NA,0,0,"control","Phyt2B","phyt","BC-GH1"
17655,"SALK_047755C","11-H-5",NA,0,0,"control","Phyt2B","phyt","BC-GH1"
17656,"CS22647","11-H-6",NA,0,0,"control","Phyt2B","phyt","BC-GH1"
17657,"CS70000","11-I-1",NA,0,0,"control","Phyt2B","phyt","BC-GH1"
17658,"SALK_073717C","11-I-2",NA,0,0,"control","Phyt2B","phyt","BC-GH1"
17659,"SALK_074288C","11-I-3",NA,0,0,"control","Phyt2B","phyt","BC-GH1"
17660,"SALK_074221C","11-I-4",NA,0,0,"control","Phyt2B","phyt","BC-GH1"
17661,"SALK_074302C","11-I-5",NA,0,0,"control","Phyt2B","phyt","BC-GH1"
17662,"SALK_074725C","11-I-6",NA,0,0,"control","Phyt2B","phyt","BC-GH1"
17663,"CS22600","11-J-1",NA,0,0,"control","Phyt2B","phyt","BC-GH1"
17664,"CS22620","11-J-2",NA,0,0,"control","Phyt2B","phyt","BC-GH1"
17665,"SALK_049331C","11-J-3",NA,0,0,"control","Phyt2B","phyt","BC-GH1"
17666,"CS22658","11-J-4",NA,0,0,"control","Phyt2B","phyt","BC-GH1"
17667,"CS22652","11-J-5",NA,0,0,"control","Phyt2B","phyt","BC-GH1"
17668,"SALK_109408C","11-J-6",NA,0,0,"control","Phyt2B","phyt","BC-GH1"
17669,"SALK_051012C","11-K-1",NA,0,0,"control","Phyt2B","phyt","BC-GH1"
17670,"CS22601","11-K-2",NA,0,0,"control","Phyt2B","phyt","BC-GH1"
17671,"SALK_075753C","11-K-3",NA,0,0,"control","Phyt2B","phyt","BC-GH1"
17672,"CS22606","11-K-4",NA,0,0,"control","Phyt2B","phyt","BC-GH1"
17673,"SALK_050266C","11-K-5",NA,0,0,"control","Phyt2B","phyt","BC-GH1"
17674,"CS22614","11-K-6",NA,0,0,"control","Phyt2B","phyt","BC-GH1"
17675,"CS22617","11-L-1",NA,0,0,"control","Phyt2B","phyt","BC-GH1"
17676,"CS22611","11-L-2",NA,0,0,"control","Phyt2B","phyt","BC-GH1"
17677,"CS22634","11-L-3",NA,0,0,"control","Phyt2B","phyt","BC-GH1"
17678,"SALK_050926C","11-L-4",NA,0,0,"control","Phyt2B","phyt","BC-GH1"
17679,"CS22597","11-L-5",NA,0,0,"control","Phyt2B","phyt","BC-GH1"
17680,"SALK_110002C","11-L-6",NA,0,0,"control","Phyt2B","phyt","BC-GH1"
17681,"CS22635","12-A-1",NA,0,0,"control","Phyt2B","phyt","BC-GH1"
17682,"SALK_047708C","12-A-2",NA,0,0,"control","Phyt2B","phyt","BC-GH1"
17683,"SALK_047428C","12-A-3",NA,0,0,"control","Phyt2B","phyt","BC-GH1"
17684,"SALK_050728C","12-A-4",NA,0,0,"control","Phyt2B","phyt","BC-GH1"
17685,"CS22633","12-A-5",NA,0,0,"control","Phyt2B","phyt","BC-GH1"
17686,"SALK_109179C","12-A-6",NA,0,0,"control","Phyt2B","phyt","BC-GH1"
17687,"CS22636","12-B-1",NA,0,0,"control","Phyt2B","phyt","BC-GH1"
17688,"SALK_110551C","12-B-2",NA,0,0,"control","Phyt2B","phyt","BC-GH1"
17689,"SALK_050915C","12-B-3",NA,0,0,"control","Phyt2B","phyt","BC-GH1"
17690,"SALK_047702C","12-B-4",NA,0,0,"control","Phyt2B","phyt","BC-GH1"
17691,"SALK_109844C","12-B-5",NA,0,0,"control","Phyt2B","phyt","BC-GH1"
17692,"CS22653","12-B-6",NA,0,0,"control","Phyt2B","phyt","BC-GH1"
17693,"CS22659","12-C-1",NA,0,0,"control","Phyt2B","phyt","BC-GH1"
17694,"SALK_073617C","12-C-2",NA,0,0,"control","Phyt2B","phyt","BC-GH1"
17695,"SALK_050756C","12-C-3",NA,0,0,"control","Phyt2B","phyt","BC-GH1"
17696,"CS22615","12-C-4",NA,0,0,"control","Phyt2B","phyt","BC-GH1"
17697,"SALK_050938C","12-C-5",NA,0,0,"control","Phyt2B","phyt","BC-GH1"
17698,"CS22596","12-C-6",NA,0,0,"control","Phyt2B","phyt","BC-GH1"
17699,"SALK_047428C","12-D-1",NA,0,0,"control","Phyt2B","phyt","BC-GH1"
17700,"CS70000","12-D-2",NA,0,0,"control","Phyt2B","phyt","BC-GH1"
17701,"CS22633","12-D-3",NA,0,0,"control","Phyt2B","phyt","BC-GH1"
17702,"SALK_050915C","12-D-4",NA,0,0,"control","Phyt2B","phyt","BC-GH1"
17703,"SALK_110002C","12-D-5",NA,0,0,"control","Phyt2B","phyt","BC-GH1"
17704,"SALK_109408C","12-D-6",NA,0,0,"control","Phyt2B","phyt","BC-GH1"
17705,"CS22618","12-E-1",NA,0,0,"control","Phyt2B","phyt","BC-GH1"
17706,"CS22615","12-E-2",NA,0,0,"control","Phyt2B","phyt","BC-GH1"
17707,"SALK_073717C","12-E-3",NA,0,0,"control","Phyt2B","phyt","BC-GH1"
17708,"CS22614","12-E-4",NA,0,0,"control","Phyt2B","phyt","BC-GH1"
17709,"CS22600","12-E-5",NA,0,0,"control","Phyt2B","phyt","BC-GH1"
17710,"SALK_051074C","12-E-6",NA,0,0,"control","Phyt2B","phyt","BC-GH1"
17711,"SALK_074725C","12-F-1",NA,0,0,"control","Phyt2B","phyt","BC-GH1"
17712,"CS22620","12-F-2",NA,0,0,"control","Phyt2B","phyt","BC-GH1"
17713,"CS22635","12-F-3",NA,0,0,"control","Phyt2B","phyt","BC-GH1"
17714,"SALK_050756C","12-F-4",NA,0,0,"control","Phyt2B","phyt","BC-GH1"
17715,"SALK_047755C","12-F-5",NA,0,0,"control","Phyt2B","phyt","BC-GH1"
17716,"SALK_050728C","12-F-6",NA,0,0,"control","Phyt2B","phyt","BC-GH1"
17717,"SALK_074221C","12-G-1",NA,0,0,"control","Phyt2B","phyt","BC-GH1"
17718,"CS22617","12-G-2",NA,0,0,"control","Phyt2B","phyt","BC-GH1"
17719,"CS22599","12-G-3",NA,0,0,"control","Phyt2B","phyt","BC-GH1"
17720,"SALK_074302C","12-G-4",NA,0,0,"control","Phyt2B","phyt","BC-GH1"
17721,"CS22627","12-G-5",NA,0,0,"control","Phyt2B","phyt","BC-GH1"
17722,"CS22650","12-G-6",NA,0,0,"control","Phyt2B","phyt","BC-GH1"
17723,"SALK_073617C","12-H-1",NA,0,0,"control","Phyt2B","phyt","BC-GH1"
17724,"CS22653","12-H-2",NA,0,0,"control","Phyt2B","phyt","BC-GH1"
17725,"CS22652","12-H-3",NA,0,0,"control","Phyt2B","phyt","BC-GH1"
17726,"CS22649","12-H-4",NA,0,0,"control","Phyt2B","phyt","BC-GH1"
17727,"SALK_051012C","12-H-5",NA,0,0,"control","Phyt2B","phyt","BC-GH1"
17728,"SALK_049331C","12-H-6",NA,0,0,"control","Phyt2B","phyt","BC-GH1"
17729,"SALK_074288C","12-I-1",NA,0,0,"control","Phyt2B","phyt","BC-GH1"
17730,"SALK_048823C","12-I-2",NA,0,0,"control","Phyt2B","phyt","BC-GH1"
17731,"SALK_110551C","12-I-3",NA,0,0,"control","Phyt2B","phyt","BC-GH1"
17732,"SALK_047702C","12-I-4",NA,0,0,"control","Phyt2B","phyt","BC-GH1"
17733,"SALK_050266C","12-I-5",NA,0,0,"control","Phyt2B","phyt","BC-GH1"
17734,"CS22631","12-I-6",NA,0,0,"control","Phyt2B","phyt","BC-GH1"
17735,"CS22601","12-J-1",NA,0,0,"control","Phyt2B","phyt","BC-GH1"
17736,"SALK_075753C","12-J-2",NA,0,0,"control","Phyt2B","phyt","BC-GH1"
17737,"CS22636","12-J-3",NA,0,0,"control","Phyt2B","phyt","BC-GH1"
17738,"CS22611","12-J-4",NA,0,0,"control","Phyt2B","phyt","BC-GH1"
17739,"CS22606","12-J-5",NA,0,0,"control","Phyt2B","phyt","BC-GH1"
17740,"CS22596","12-J-6",NA,0,0,"control","Phyt2B","phyt","BC-GH1"
17741,"SALK_050926C","12-K-1",NA,0,0,"control","Phyt2B","phyt","BC-GH1"
17742,"CS22597","12-K-2",NA,0,0,"control","Phyt2B","phyt","BC-GH1"
17743,"CS22634","12-K-3",NA,0,0,"control","Phyt2B","phyt","BC-GH1"
17744,"SALK_109844C","12-K-4",NA,0,0,"control","Phyt2B","phyt","BC-GH1"
17745,"SALK_050938C","12-K-5",NA,0,0,"control","Phyt2B","phyt","BC-GH1"
17746,"SALK_047708C","12-K-6",NA,0,0,"control","Phyt2B","phyt","BC-GH1"
17747,"CS22658","12-L-1",NA,0,0,"control","Phyt2B","phyt","BC-GH1"
17748,"SALK_074344C","12-L-2",NA,0,0,"control","Phyt2B","phyt","BC-GH1"
17749,"SALK_109179C","12-L-3",NA,0,0,"control","Phyt2B","phyt","BC-GH1"
17750,"CS22619","12-L-4",NA,0,0,"control","Phyt2B","phyt","BC-GH1"
17751,"CS22647","12-L-5",NA,0,0,"control","Phyt2B","phyt","BC-GH1"
17752,"CS22659","12-L-6",NA,0,0,"control","Phyt2B","phyt","BC-GH1"
17753,"CS22599","1-A-1",NA,0,0,"control","Phyt2B","phyt","COFC-GC1"
17754,"CS22617","1-A-2",NA,0,0,"control","Phyt2B","phyt","COFC-GC1"
17755,"SALK_049331C","1-A-3",NA,0,0,"control","Phyt2B","phyt","COFC-GC1"
17756,"SALK_074288C","1-A-4",NA,0,0,"control","Phyt2B","phyt","COFC-GC1"
17757,"SALK_051012C","1-A-5",NA,0,0,"control","Phyt2B","phyt","COFC-GC1"
17758,"SALK_050266C","1-A-6",NA,0,0,"control","Phyt2B","phyt","COFC-GC1"
17759,"CS22636","1-B-1",NA,0,0,"control","Phyt2B","phyt","COFC-GC1"
17760,"CS22653","1-B-2",NA,0,0,"control","Phyt2B","phyt","COFC-GC1"
17761,"CS22631","1-B-3",NA,0,0,"control","Phyt2B","phyt","COFC-GC1"
17762,"CS22615","1-B-4",NA,0,0,"control","Phyt2B","phyt","COFC-GC1"
17763,"SALK_109179C","1-B-5",NA,0,0,"control","Phyt2B","phyt","COFC-GC1"
17764,"SALK_049331C","1-B-6",NA,0,0,"control","Phyt2B","phyt","COFC-GC1"
17765,"CS22653","1-C-1",NA,0,0,"control","Phyt2B","phyt","COFC-GC1"
17766,"CS22635","1-C-2",NA,0,0,"control","Phyt2B","phyt","COFC-GC1"
17767,"SALK_110551C","1-C-3",NA,0,0,"control","Phyt2B","phyt","COFC-GC1"
17768,"SALK_047428C","1-C-4",NA,0,0,"control","Phyt2B","phyt","COFC-GC1"
17769,"CS22658","1-C-5",NA,0,0,"control","Phyt2B","phyt","COFC-GC1"
17770,"CS70000","1-C-6",NA,0,0,"control","Phyt2B","phyt","COFC-GC1"
