"idIndividualPlant","Facility_idFacility","Experiment_idExperiment","Accession_idAccession","Parent1","Parent2","plantnum_experiment","comment","parent_experiment"
20169,5,19,"CS22635",4980,4980,"13-H-3","",NA
20170,5,19,"CS22635",4980,4980,"14-A-1","",NA
20171,5,19,"CS22635",4980,4980,"15-C-2","",NA
20172,5,19,"CS22635",4980,4980,"16-H-1","",NA
20173,5,19,"CS22635",4980,4980,"17-E-4","",NA
20174,5,19,"CS22635",4980,4980,"18-H-3","",NA
20175,4,19,"CS22635",4980,4980,"19-F-1","",NA
20176,4,19,"CS22635",4980,4980,"20-G-6","",NA
20177,4,19,"CS22635",4980,4980,"21-C-3","",NA
20178,4,19,"CS22635",4980,4980,"22-G-2","",NA
20179,4,19,"CS22635",4980,4980,"23-C-5","",NA
20180,4,19,"CS22635",4980,4980,"24-G-2","",NA
20181,5,19,"SALK_006297C",4891,4891,"14-K-2","",NA
20182,5,19,"SALK_006297C",4891,4891,"15-H-3","",NA
20183,5,19,"SALK_006297C",4891,4891,"17-I-3","",NA
20184,4,19,"SALK_006297C",4891,4891,"19-B-3","",NA
20185,4,19,"SALK_006297C",4891,4891,"22-H-4","",NA
20186,4,19,"SALK_006297C",4891,4891,"23-B-2","",NA
20187,5,19,"SALK_130522C",8783,8783,"14-L-1","",NA
20188,5,19,"SALK_130522C",8783,8783,"16-I-2","",NA
20189,5,19,"SALK_130522C",8783,8783,"17-K-1","",NA
20190,4,19,"SALK_130522C",8783,8783,"19-B-2","",NA
20191,4,19,"SALK_130522C",8783,8783,"21-K-2","",NA
20192,4,19,"SALK_130522C",8783,8783,"23-D-1","",NA
20193,5,19,"SALK_012941C",8831,8831,"13-F-5","",NA
20194,5,19,"SALK_012941C",8831,8831,"15-K-4","",NA
20195,5,19,"SALK_012941C",8831,8831,"18-H-5","",NA
20196,4,19,"SALK_012941C",8831,8831,"20-J-1","",NA
20197,4,19,"SALK_012941C",8831,8831,"22-F-5","",NA
20198,4,19,"SALK_012941C",8831,8831,"24-D-2","",NA
20199,5,19,"SALK_020181C",8845,8845,"14-I-5","",NA
20200,5,19,"SALK_020181C",8845,8845,"16-I-3","",NA
20201,5,19,"SALK_020181C",8845,8845,"17-A-1","",NA
20202,4,19,"SALK_020181C",8845,8845,"20-E-3","",NA
20203,4,19,"SALK_020181C",8845,8845,"21-G-1","",NA
20204,4,19,"SALK_020181C",8845,8845,"24-K-4","",NA
20205,5,19,"SALK_062469C",8854,8854,"13-D-5","",NA
20206,5,19,"SALK_062469C",8854,8854,"15-H-5","",NA
20207,5,19,"SALK_062469C",8854,8854,"18-H-1","",NA
20208,4,19,"SALK_062469C",8854,8854,"19-L-3","",NA
20209,4,19,"SALK_062469C",8854,8854,"21-I-2","",NA
20210,4,19,"SALK_062469C",8854,8854,"24-D-4","",NA
20211,5,19,"SALK_016332C",8837,8837,"13-L-5","",NA
20212,5,19,"SALK_016332C",8837,8837,"16-D-5","",NA
20213,5,19,"SALK_016332C",8837,8837,"18-K-2","",NA
20214,4,19,"SALK_016332C",8837,8837,"20-J-5","",NA
20215,4,19,"SALK_016332C",8837,8837,"22-F-3","",NA
20216,4,19,"SALK_016332C",8837,8837,"24-B-3","",NA
20217,5,19,"SALK_128873C",7365,7365,"14-G-2","",NA
20218,5,19,"SALK_128873C",7365,7365,"16-E-1","",NA
20219,5,19,"SALK_128873C",7365,7365,"18-L-4","",NA
20220,4,19,"SALK_128873C",7365,7365,"19-H-2","",NA
20221,4,19,"SALK_128873C",7365,7365,"22-C-5","",NA
20222,4,19,"SALK_128873C",7365,7365,"24-F-2","",NA
20223,5,19,"SALK_119578C",7278,7278,"14-E-4","",NA
20224,5,19,"SALK_119578C",7278,7278,"15-E-6","",NA
20225,5,19,"SALK_119578C",7278,7278,"18-L-6","",NA
20226,4,19,"SALK_119578C",7278,7278,"19-A-5","",NA
20227,4,19,"SALK_119578C",7278,7278,"22-F-1","",NA
20228,4,19,"SALK_119578C",7278,7278,"23-K-1","",NA
20229,5,19,"SALK_119346C",7270,7270,"14-K-3","",NA
20230,5,19,"SALK_119346C",7270,7270,"16-F-5","",NA
20231,5,19,"SALK_119346C",7270,7270,"18-D-2","",NA
20232,4,19,"SALK_119346C",7270,7270,"20-E-6","",NA
20233,4,19,"SALK_119346C",7270,7270,"21-I-5","",NA
20234,4,19,"SALK_119346C",7270,7270,"23-A-3","",NA
20235,5,19,"SALK_111501C",7175,7175,"14-B-4","",NA
20236,5,19,"SALK_111501C",7175,7175,"16-H-2","",NA
20237,5,19,"SALK_111501C",7175,7175,"17-J-3","",NA
20238,4,19,"SALK_111501C",7175,7175,"20-E-4","",NA
20239,4,19,"SALK_111501C",7175,7175,"22-D-2","",NA
20240,4,19,"SALK_111501C",7175,7175,"24-L-4","",NA
20241,5,19,"SALK_108620C",7151,7151,"13-D-4","",NA
20242,5,19,"SALK_108620C",7151,7151,"16-B-5","",NA
20243,5,19,"SALK_108620C",7151,7151,"17-J-4","",NA
20244,4,19,"SALK_108620C",7151,7151,"20-D-6","",NA
20245,4,19,"SALK_108620C",7151,7151,"21-G-4","",NA
20246,4,19,"SALK_108620C",7151,7151,"23-G-5","",NA
20247,5,19,"SALK_097435C",6972,6972,"14-C-5","",NA
20248,5,19,"SALK_097435C",6972,6972,"15-E-4","",NA
20249,5,19,"SALK_097435C",6972,6972,"17-G-4","",NA
20250,4,19,"SALK_097435C",6972,6972,"20-A-2","",NA
20251,4,19,"SALK_097435C",6972,6972,"22-A-1","",NA
20252,4,19,"SALK_097435C",6972,6972,"24-F-1","",NA
20253,5,19,"SALK_082160C",6719,6719,"13-E-2","",NA
20254,5,19,"SALK_082160C",6719,6719,"15-L-4","",NA
20255,5,19,"SALK_082160C",6719,6719,"18-A-5","",NA
20256,4,19,"SALK_082160C",6719,6719,"20-E-1","",NA
20257,4,19,"SALK_082160C",6719,6719,"21-B-1","",NA
20258,4,19,"SALK_082160C",6719,6719,"24-D-5","",NA
20259,5,19,"SALK_081193C",6702,6702,"13-C-5","",NA
20260,5,19,"SALK_081193C",6702,6702,"16-G-1","",NA
20261,5,19,"SALK_081193C",6702,6702,"18-C-3","",NA
20262,4,19,"SALK_081193C",6702,6702,"19-H-3","",NA
20263,4,19,"SALK_081193C",6702,6702,"21-L-6","",NA
20264,4,19,"SALK_081193C",6702,6702,"24-I-3","",NA
20265,5,19,"SALK_063585C",6533,6533,"13-F-3","",NA
20266,5,19,"SALK_063585C",6533,6533,"15-I-2","",NA
20267,5,19,"SALK_063585C",6533,6533,"17-F-5","",NA
20268,4,19,"SALK_063585C",6533,6533,"19-K-6","",NA
20269,4,19,"SALK_063585C",6533,6533,"22-E-2","",NA
20270,4,19,"SALK_063585C",6533,6533,"23-H-3","",NA
20271,5,19,"SALK_059119C",6494,6494,"13-L-2","",NA
20272,5,19,"SALK_059119C",6494,6494,"15-G-2","",NA
20273,5,19,"SALK_059119C",6494,6494,"17-D-2","",NA
20274,4,19,"SALK_059119C",6494,6494,"20-A-4","",NA
20275,4,19,"SALK_059119C",6494,6494,"22-K-4","",NA
20276,4,19,"SALK_059119C",6494,6494,"24-G-4","",NA
20277,5,19,"SALK_057742C",6473,6473,"14-G-3","",NA
20278,5,19,"SALK_057742C",6473,6473,"16-D-3","",NA
20279,5,19,"SALK_057742C",6473,6473,"17-K-3","",NA
20280,4,19,"SALK_057742C",6473,6473,"19-G-6","",NA
20281,4,19,"SALK_057742C",6473,6473,"22-J-2","",NA
20282,4,19,"SALK_057742C",6473,6473,"23-J-5","",NA
20283,5,19,"SALK_046920C",6387,6387,"13-C-1","",NA
20284,5,19,"SALK_046920C",6387,6387,"16-K-1","",NA
20285,5,19,"SALK_046920C",6387,6387,"18-L-3","",NA
20286,4,19,"SALK_046920C",6387,6387,"19-G-5","",NA
20287,4,19,"SALK_046920C",6387,6387,"21-B-3","",NA
20288,4,19,"SALK_046920C",6387,6387,"24-A-6","",NA
20289,5,19,"SALK_038262C",6251,6251,"13-K-5","",NA
20290,5,19,"SALK_038262C",6251,6251,"16-B-2","",NA
20291,5,19,"SALK_038262C",6251,6251,"17-C-2","",NA
20292,4,19,"SALK_038262C",6251,6251,"20-G-5","",NA
20293,4,19,"SALK_038262C",6251,6251,"21-H-5","",NA
20294,4,19,"SALK_038262C",6251,6251,"24-J-4","",NA
20295,5,19,"SALK_022835C",6071,6071,"14-F-3","",NA
20296,5,19,"SALK_022835C",6071,6071,"15-A-2","",NA
20297,5,19,"SALK_022835C",6071,6071,"18-J-4","",NA
20298,4,19,"SALK_022835C",6071,6071,"20-L-5","",NA
20299,4,19,"SALK_022835C",6071,6071,"22-L-6","",NA
20300,4,19,"SALK_022835C",6071,6071,"24-J-5","",NA
20301,5,19,"SALK_022160C",6057,6057,"14-I-3","",NA
20302,5,19,"SALK_022160C",6057,6057,"16-L-3","",NA
20303,5,19,"SALK_022160C",6057,6057,"17-H-5","",NA
20304,4,19,"SALK_022160C",6057,6057,"19-D-3","",NA
20305,4,19,"SALK_022160C",6057,6057,"21-G-3","",NA
20306,4,19,"SALK_022160C",6057,6057,"24-G-5","",NA
20307,5,19,"SALK_010208C",5911,5911,"13-H-6","",NA
20308,5,19,"SALK_010208C",5911,5911,"16-A-2","",NA
20309,5,19,"SALK_010208C",5911,5911,"18-F-4","",NA
20310,4,19,"SALK_010208C",5911,5911,"20-F-3","",NA
20311,4,19,"SALK_010208C",5911,5911,"21-B-5","",NA
20312,4,19,"SALK_010208C",5911,5911,"23-G-1","",NA
20313,5,19,"SALK_008040C",5886,5886,"14-J-1","",NA
20314,5,19,"SALK_008040C",5886,5886,"16-H-3","",NA
20315,5,19,"SALK_008040C",5886,5886,"18-B-3","",NA
20316,4,19,"SALK_008040C",5886,5886,"20-H-2","",NA
20317,4,19,"SALK_008040C",5886,5886,"22-K-1","",NA
20318,4,19,"SALK_008040C",5886,5886,"24-F-5","",NA
20319,5,19,"SALK_007810C",5879,5879,"14-I-4","",NA
20320,5,19,"SALK_007810C",5879,5879,"16-J-2","",NA
20321,5,19,"SALK_007810C",5879,5879,"18-F-1","",NA
20322,4,19,"SALK_007810C",5879,5879,"19-I-6","",NA
20323,4,19,"SALK_007810C",5879,5879,"21-L-4","",NA
20324,4,19,"SALK_007810C",5879,5879,"24-K-1","",NA
20325,5,19,"SALK_021042C",19686,19686,"14-G-5","",NA
20326,5,19,"SALK_021042C",19686,19686,"16-I-5","",NA
20327,5,19,"SALK_021042C",19686,19686,"17-I-2","",NA
20328,4,19,"SALK_021042C",19686,19686,"20-L-6","",NA
20329,4,19,"SALK_021042C",19686,19686,"21-A-3","",NA
20330,4,19,"SALK_021042C",19686,19686,"24-I-5","",NA
20331,5,19,"SALK_018897C",19601,19601,"14-A-4","",NA
20332,5,19,"SALK_018897C",19601,19601,"16-D-6","",NA
20333,5,19,"SALK_018897C",19601,19601,"17-F-6","",NA
20334,4,19,"SALK_018897C",19601,19601,"20-E-2","",NA
20335,4,19,"SALK_018897C",19601,19601,"22-D-1","",NA
20336,4,19,"SALK_018897C",19601,19601,"23-L-4","",NA
20337,5,19,"SALK_018857C",19598,19598,"13-A-6","",NA
20338,5,19,"SALK_018857C",19598,19598,"16-K-3","",NA
20339,5,19,"SALK_018857C",19598,19598,"18-G-1","",NA
20340,4,19,"SALK_018857C",19598,19598,"19-I-2","",NA
20341,4,19,"SALK_018857C",19598,19598,"22-J-6","",NA
20342,4,19,"SALK_018857C",19598,19598,"24-H-4","",NA
20343,5,19,"SALK_018313C",19572,19572,"13-B-6","",NA
20344,5,19,"SALK_018313C",19572,19572,"16-E-6","",NA
20345,5,19,"SALK_018313C",19572,19572,"17-J-2","",NA
20346,4,19,"SALK_018313C",19572,19572,"19-E-6","",NA
20347,4,19,"SALK_018313C",19572,19572,"22-F-6","",NA
20348,4,19,"SALK_018313C",19572,19572,"23-H-4","",NA
20349,5,19,"SALK_018276C",19570,19570,"13-J-4","",NA
20350,5,19,"SALK_018276C",19570,19570,"16-C-3","",NA
20351,5,19,"SALK_018276C",19570,19570,"17-A-5","",NA
20352,4,19,"SALK_018276C",19570,19570,"20-G-1","",NA
20353,4,19,"SALK_018276C",19570,19570,"21-K-5","",NA
20354,4,19,"SALK_018276C",19570,19570,"23-L-5","",NA
20355,5,19,"SALK_018131C",19564,19564,"14-J-6","",NA
20356,5,19,"SALK_018131C",19564,19564,"15-I-1","",NA
20357,5,19,"SALK_018131C",19564,19564,"18-G-3","",NA
20358,4,19,"SALK_018131C",19564,19564,"20-B-6","",NA
20359,4,19,"SALK_018131C",19564,19564,"21-L-2","",NA
20360,4,19,"SALK_018131C",19564,19564,"23-F-1","",NA
20361,5,19,"SALK_016264C",19499,19499,"14-C-4","",NA
20362,5,19,"SALK_016264C",19499,19499,"15-H-6","",NA
20363,5,19,"SALK_016264C",19499,19499,"18-I-3","",NA
20364,4,19,"SALK_016264C",19499,19499,"19-F-5","",NA
20365,4,19,"SALK_016264C",19499,19499,"22-G-3","",NA
20366,4,19,"SALK_016264C",19499,19499,"24-G-3","",NA
20367,5,19,"SALK_015405C",19466,19466,"13-H-2","",NA
20368,5,19,"SALK_015405C",19466,19466,"16-H-6","",NA
20369,5,19,"SALK_015405C",19466,19466,"17-D-6","",NA
20370,4,19,"SALK_015405C",19466,19466,"19-I-3","",NA
20371,4,19,"SALK_015405C",19466,19466,"21-F-5","",NA
20372,4,19,"SALK_015405C",19466,19466,"24-B-1","",NA
20373,5,19,"SALK_015333C",19463,19463,"13-K-1","",NA
20374,5,19,"SALK_015333C",19463,19463,"16-L-4","",NA
20375,5,19,"SALK_015333C",19463,19463,"17-A-2","",NA
20376,4,19,"SALK_015333C",19463,19463,"20-H-6","",NA
20377,4,19,"SALK_015333C",19463,19463,"21-F-1","",NA
20378,4,19,"SALK_015333C",19463,19463,"24-C-5","",NA
20379,5,19,"SALK_013557C",19423,19423,"14-D-5","",NA
20380,5,19,"SALK_013557C",19423,19423,"16-G-2","",NA
20381,5,19,"SALK_013557C",19423,19423,"18-C-4","",NA
20382,4,19,"SALK_013557C",19423,19423,"19-F-4","",NA
20383,4,19,"SALK_013557C",19423,19423,"22-I-2","",NA
20384,4,19,"SALK_013557C",19423,19423,"24-H-2","",NA
20385,5,19,"SALK_014397C",19398,19398,"14-F-4","",NA
20386,5,19,"SALK_014397C",19398,19398,"16-I-1","",NA
20387,5,19,"SALK_014397C",19398,19398,"18-E-4","",NA
20388,4,19,"SALK_014397C",19398,19398,"20-F-5","",NA
20389,4,19,"SALK_014397C",19398,19398,"21-H-2","",NA
20390,4,19,"SALK_014397C",19398,19398,"24-D-1","",NA
20391,5,19,"SALK_123530C",19361,19361,"13-I-6","",NA
20392,5,19,"SALK_123530C",19361,19361,"15-E-5","",NA
20393,5,19,"SALK_123530C",19361,19361,"18-I-4","",NA
20394,4,19,"SALK_123530C",19361,19361,"20-L-3","",NA
20395,4,19,"SALK_123530C",19361,19361,"22-F-2","",NA
20396,4,19,"SALK_123530C",19361,19361,"24-H-5","",NA
20397,5,19,"SALK_119176C",19350,19350,"13-H-4","",NA
20398,5,19,"SALK_119176C",19350,19350,"15-K-6","",NA
20399,5,19,"SALK_119176C",19350,19350,"17-F-1","",NA
20400,4,19,"SALK_119176C",19350,19350,"19-H-6","",NA
20401,4,19,"SALK_119176C",19350,19350,"21-L-3","",NA
20402,4,19,"SALK_119176C",19350,19350,"24-E-3","",NA
20403,5,19,"SALK_116524C",19328,19328,"13-B-3","",NA
20404,5,19,"SALK_116524C",19328,19328,"15-F-5","",NA
20405,5,19,"SALK_116524C",19328,19328,"17-C-3","",NA
20406,4,19,"SALK_116524C",19328,19328,"19-E-5","",NA
20407,4,19,"SALK_116524C",19328,19328,"21-J-3","",NA
20408,4,19,"SALK_116524C",19328,19328,"23-I-1","",NA
20409,5,19,"SALK_102978C",19280,19280,"14-B-3","",NA
20410,5,19,"SALK_102978C",19280,19280,"15-F-6","",NA
20411,5,19,"SALK_102978C",19280,19280,"17-K-6","",NA
20412,4,19,"SALK_102978C",19280,19280,"19-K-4","",NA
20413,4,19,"SALK_102978C",19280,19280,"22-A-4","",NA
20414,4,19,"SALK_102978C",19280,19280,"23-L-6","",NA
20415,5,19,"SALK_100118C",19261,19261,"14-D-1","",NA
20416,5,19,"SALK_100118C",19261,19261,"16-G-6","",NA
20417,5,19,"SALK_100118C",19261,19261,"18-G-2","",NA
20418,4,19,"SALK_100118C",19261,19261,"19-A-1","",NA
20419,4,19,"SALK_100118C",19261,19261,"22-H-1","",NA
20420,4,19,"SALK_100118C",19261,19261,"24-E-4","",NA
20421,5,19,"SALK_097554C",19247,19247,"13-G-6","",NA
20422,5,19,"SALK_097554C",19247,19247,"16-J-5","",NA
20423,5,19,"SALK_097554C",19247,19247,"18-I-2","",NA
20424,4,19,"SALK_097554C",19247,19247,"20-C-3","",NA
20425,4,19,"SALK_097554C",19247,19247,"21-E-6","",NA
20426,4,19,"SALK_097554C",19247,19247,"23-B-5","",NA
20427,5,19,"SALK_095168C",19241,19241,"14-D-3","",NA
20428,5,19,"SALK_095168C",19241,19241,"16-F-1","",NA
20429,5,19,"SALK_095168C",19241,19241,"17-A-6","",NA
20430,4,19,"SALK_095168C",19241,19241,"19-B-5","",NA
20431,4,19,"SALK_095168C",19241,19241,"22-J-4","",NA
20432,4,19,"SALK_095168C",19241,19241,"24-J-3","",NA
20433,5,19,"SALK_087015C",19191,19191,"14-K-5","",NA
20434,5,19,"SALK_087015C",19191,19191,"15-J-4","",NA
20435,5,19,"SALK_087015C",19191,19191,"18-B-5","",NA
20436,4,19,"SALK_087015C",19191,19191,"20-I-5","",NA
20437,4,19,"SALK_087015C",19191,19191,"22-L-5","",NA
20438,4,19,"SALK_087015C",19191,19191,"24-C-6","",NA
20439,5,19,"SALK_084760C",19181,19181,"13-L-6","",NA
20440,5,19,"SALK_084760C",19181,19181,"16-K-5","",NA
20441,5,19,"SALK_084760C",19181,19181,"18-I-6","",NA
20442,4,19,"SALK_084760C",19181,19181,"20-L-1","",NA
20443,4,19,"SALK_084760C",19181,19181,"22-I-3","",NA
20444,4,19,"SALK_084760C",19181,19181,"24-L-5","",NA
20445,5,19,"SALK_084713C",19180,19180,"13-I-3","",NA
20446,5,19,"SALK_084713C",19180,19180,"15-B-5","",NA
20447,5,19,"SALK_084713C",19180,19180,"17-E-2","",NA
20448,4,19,"SALK_084713C",19180,19180,"19-D-4","",NA
20449,4,19,"SALK_084713C",19180,19180,"22-G-5","",NA
20450,4,19,"SALK_084713C",19180,19180,"23-B-1","",NA
20451,5,19,"SALK_066538C",19119,19119,"14-D-4","",NA
20452,5,19,"SALK_066538C",19119,19119,"16-A-1","",NA
20453,5,19,"SALK_066538C",19119,19119,"18-D-3","",NA
20454,4,19,"SALK_066538C",19119,19119,"20-G-3","",NA
20455,4,19,"SALK_066538C",19119,19119,"22-J-1","",NA
20456,4,19,"SALK_066538C",19119,19119,"23-L-3","",NA
20457,5,19,"SALK_066360C",19113,19113,"14-A-2","",NA
20458,5,19,"SALK_066360C",19113,19113,"16-J-6","",NA
20459,5,19,"SALK_066360C",19113,19113,"17-B-4","",NA
20460,4,19,"SALK_066360C",19113,19113,"20-H-4","",NA
20461,4,19,"SALK_066360C",19113,19113,"21-D-1","",NA
20462,4,19,"SALK_066360C",19113,19113,"24-E-5","",NA
20463,5,19,"SALK_062812C",19108,19108,"13-E-6","",NA
20464,5,19,"SALK_062812C",19108,19108,"16-L-2","",NA
20465,5,19,"SALK_062812C",19108,19108,"18-C-5","",NA
20466,4,19,"SALK_062812C",19108,19108,"19-I-5","",NA
20467,4,19,"SALK_062812C",19108,19108,"22-A-3","",NA
20468,4,19,"SALK_062812C",19108,19108,"24-E-1","",NA
20469,5,19,"SALK_060321C",19100,19100,"14-D-2","",NA
20470,5,19,"SALK_060321C",19100,19100,"15-L-3","",NA
20471,5,19,"SALK_060321C",19100,19100,"17-J-5","",NA
20472,4,19,"SALK_060321C",19100,19100,"20-I-1","",NA
20473,4,19,"SALK_060321C",19100,19100,"21-I-6","",NA
20474,4,19,"SALK_060321C",19100,19100,"24-C-3","",NA
20475,5,19,"SALK_058277C",19093,19093,"14-F-2","",NA
20476,5,19,"SALK_058277C",19093,19093,"16-F-3","",NA
20477,5,19,"SALK_058277C",19093,19093,"18-F-2","",NA
20478,4,19,"SALK_058277C",19093,19093,"19-J-5","",NA
20479,4,19,"SALK_058277C",19093,19093,"22-G-6","",NA
20480,4,19,"SALK_058277C",19093,19093,"24-B-6","",NA
20481,5,19,"SALK_058270C",19092,19092,"13-K-3","",NA
20482,5,19,"SALK_058270C",19092,19092,"15-D-1","",NA
20483,5,19,"SALK_058270C",19092,19092,"18-D-5","",NA
20484,4,19,"SALK_058270C",19092,19092,"20-H-3","",NA
20485,4,19,"SALK_058270C",19092,19092,"22-G-4","",NA
20486,4,19,"SALK_058270C",19092,19092,"24-H-1","",NA
20487,5,19,"SALK_056166C",19086,19086,"14-C-1","",NA
20488,5,19,"SALK_056166C",19086,19086,"16-H-4","",NA
20489,5,19,"SALK_056166C",19086,19086,"17-I-1","",NA
20490,4,19,"SALK_056166C",19086,19086,"19-I-1","",NA
20491,4,19,"SALK_056166C",19086,19086,"22-C-1","",NA
20492,4,19,"SALK_056166C",19086,19086,"23-A-2","",NA
20493,5,19,"SALK_053462C",19079,19079,"13-C-4","",NA
20494,5,19,"SALK_053462C",19079,19079,"16-J-3","",NA
20495,5,19,"SALK_053462C",19079,19079,"17-K-2","",NA
20496,4,19,"SALK_053462C",19079,19079,"19-H-5","",NA
20497,4,19,"SALK_053462C",19079,19079,"22-L-1","",NA
20498,4,19,"SALK_053462C",19079,19079,"24-F-4","",NA
20499,5,19,"SALK_111268C",8610,8610,"13-J-1","",NA
20500,5,19,"SALK_111268C",8610,8610,"15-D-5","",NA
20501,5,19,"SALK_111268C",8610,8610,"18-B-6","",NA
20502,4,19,"SALK_111268C",8610,8610,"20-J-6","",NA
20503,4,19,"SALK_111268C",8610,8610,"22-E-5","",NA
20504,4,19,"SALK_111268C",8610,8610,"23-D-4","",NA
20505,5,19,"SALK_111140C",8605,8605,"13-J-6","",NA
20506,5,19,"SALK_111140C",8605,8605,"16-H-5","",NA
20507,5,19,"SALK_111140C",8605,8605,"18-A-2","",NA
20508,4,19,"SALK_111140C",8605,8605,"19-H-4","",NA
20509,4,19,"SALK_111140C",8605,8605,"21-J-6","",NA
20510,4,19,"SALK_111140C",8605,8605,"23-C-4","",NA
20511,5,19,"SALK_110904C",8597,8597,"13-J-3","",NA
20512,5,19,"SALK_110904C",8597,8597,"16-K-4","",NA
20513,5,19,"SALK_110904C",8597,8597,"18-I-1","",NA
20514,4,19,"SALK_110904C",8597,8597,"19-F-3","",NA
20515,4,19,"SALK_110904C",8597,8597,"21-K-3","",NA
20516,4,19,"SALK_110904C",8597,8597,"23-H-1","",NA
20517,5,19,"SALK_110830C",8595,8595,"13-A-4","",NA
20518,5,19,"SALK_110830C",8595,8595,"15-J-1","",NA
20519,5,19,"SALK_110830C",8595,8595,"17-L-5","",NA
20520,4,19,"SALK_110830C",8595,8595,"20-A-6","",NA
20521,4,19,"SALK_110830C",8595,8595,"21-K-1","",NA
20522,4,19,"SALK_110830C",8595,8595,"24-J-6","",NA
20523,5,19,"SALK_110714C",8593,8593,"13-E-4","",NA
20524,5,19,"SALK_110714C",8593,8593,"15-D-4","",NA
20525,5,19,"SALK_110714C",8593,8593,"18-K-4","",NA
20526,4,19,"SALK_110714C",8593,8593,"19-K-5","",NA
20527,4,19,"SALK_110714C",8593,8593,"22-K-5","",NA
20528,4,19,"SALK_110714C",8593,8593,"24-F-6","",NA
20529,5,19,"SALK_110684C",8589,8589,"13-A-1","",NA
20530,5,19,"SALK_110684C",8589,8589,"16-E-4","",NA
20531,5,19,"SALK_110684C",8589,8589,"18-J-2","",NA
20532,4,19,"SALK_110684C",8589,8589,"19-J-2","",NA
20533,4,19,"SALK_110684C",8589,8589,"21-L-5","",NA
20534,4,19,"SALK_110684C",8589,8589,"23-H-6","",NA
20535,5,19,"SALK_110587C",8586,8586,"14-H-1","",NA
20536,5,19,"SALK_110587C",8586,8586,"16-J-1","",NA
20537,5,19,"SALK_110587C",8586,8586,"18-F-6","",NA
20538,4,19,"SALK_110587C",8586,8586,"19-K-2","",NA
20539,4,19,"SALK_110587C",8586,8586,"21-J-5","",NA
20540,4,19,"SALK_110587C",8586,8586,"24-E-2","",NA
20541,5,19,"CS70000",0,0,"14-G-1","",NA
20542,5,19,"CS70000",0,0,"15-F-3","",NA
20543,5,19,"CS70000",0,0,"16-D-4","",NA
20544,5,19,"CS70000",0,0,"17-E-6","",NA
20545,5,19,"CS70000",0,0,"18-J-3","",NA
20546,4,19,"CS70000",0,0,"19-K-3","",NA
20547,4,19,"CS70000",0,0,"20-B-2","",NA
20548,4,19,"CS70000",0,0,"21-H-4","",NA
20549,4,19,"CS70000",0,0,"22-H-3","",NA
20550,4,19,"CS70000",0,0,"23-H-5","",NA
20551,4,19,"CS70000",0,0,"24-L-6","",NA
20552,5,30,"SALK_111091C",0,0,"10-A-1","",NA
20553,5,30,"SALK_048845C",8339,8339,"10-A-2","",NA
20554,5,30,"SALK_079430C",0,0,"10-A-3","",NA
20555,5,30,"SALK_074962C",0,0,"10-A-4","",NA
20556,5,30,"SALK_106364C",0,0,"10-A-5","",NA
20557,5,30,"SALK_011343C",0,0,"10-A-6","",NA
20558,5,30,"SALK_023684C",0,0,"10-B-1","",NA
20559,5,30,"SALK_045463C",0,0,"10-B-2","",NA
20560,5,30,"SALK_049581C",0,0,"10-B-3","",NA
20561,5,30,"SALK_067608C",0,0,"10-B-4","",NA
20562,5,30,"SALK_109217C",0,0,"10-B-5","",NA
20563,5,30,"SALK_075879C",8510,8510,"10-B-6","",NA
20564,5,30,"CS22618",0,0,"10-C-1","",NA
20565,5,30,"SALK_049470C",0,0,"10-C-2","",NA
20566,5,30,"SALK_048007C",0,0,"10-C-3","",NA
20567,5,30,"SALK_039361C",0,0,"10-C-4","",NA
20568,5,30,"SALK_023661C",0,0,"10-C-5","",NA
20569,5,30,"SALK_002295C",0,0,"10-C-6","",NA
20570,5,30,"SALK_110520C",0,0,"10-D-1","",NA
20571,5,30,"SALK_106046C",0,0,"10-D-2","",NA
20572,5,30,"SALK_109626C",0,0,"10-D-3","",NA
20573,5,30,"SALK_074609C",0,0,"10-D-4","",NA
20574,5,30,"SALK_036154C",0,0,"10-D-5","",NA
20575,5,30,"SALK_024320C",8254,8254,"10-D-6","",NA
20576,5,30,"CS22635",0,0,"10-E-1","",NA
20577,5,30,"SALK_048924C",0,0,"10-E-2","",NA
20578,5,30,"SALK_024205C",0,0,"10-E-3","",NA
20579,5,30,"CS22633",0,0,"10-E-4","",NA
20580,5,30,"SALK_091887C",0,0,"10-E-5","",NA
20581,5,30,"SALK_109611C",0,0,"10-E-6","",NA
20582,5,30,"COL70000",0,0,"10-F-1","",NA
20583,5,30,"CS22658",0,0,"10-F-2","",NA
20584,5,30,"SALK_049220C",0,0,"10-F-3","",NA
20585,5,30,"SALK_012847C",0,0,"10-F-4","",NA
20586,5,30,"SALK_023588C",0,0,"10-F-5","",NA
20587,5,30,"SALK_104454C",0,0,"10-F-6","",NA
20588,5,30,"SALK_023899C",0,0,"10-G-1","",NA
20589,5,30,"SALK_110128C",0,0,"10-G-2","",NA
20590,5,30,"SALK_023909C",0,0,"10-G-3","",NA
20591,5,30,"SALK_048642C",0,0,"10-G-4","",NA
20592,5,30,"CS22636",0,0,"10-G-5","",NA
20593,5,30,"SALK_051012C",0,0,"10-G-6","",NA
20594,5,30,"SALK_074601C",0,0,"10-H-1","",NA
20595,5,30,"SALK_048245C",8311,8311,"10-H-2","",NA
